,제목,가격,리뷰수,리뷰평점,평점비율
78,"*ON Audio Tailgater Plus - 50W Portable Outdoor Wireless Bluetooth Speaker with 50 Hour Battery, Microphone, Radio and USB Charging",Out of Stock,"7,385",4.6,"['80%', '11%', '4%', '2%', '3%']"
79,*mazon Basics Computer Speakers for Desktop or Laptop PC | USB-Powered,$17.99,"9,258",4.3,"['66%', '17%', '8%', '4%', '5%']"
80,"*onster Bluetooth Speaker, Superstar S310 Portable Bluetooth Speakers 5.0 with True Wireless Stereo Pairing Deliver Dynamic Sound, 20H Playtime,Built-in Mic, Waterproof Speaker for Outdoor Office Home",$49.99,"2,041",4.5,"['72%', '17%', '5%', '2%', '3%']"
81,"*luetooth Speaker, BUGANI M118 Portable Bluetooth Speakers,50W High Volume,Microphone Input,IPX 7 Waterproof Speaker,Wireless Bluetooth 5.0, Power Bank.Long-Term Playback,Suitable Parties,Gym,Outdoor",$52.99,"2,074",4.6,"['77%', '15%', '4%', '2%', '2%']"
82,"*LEHOT Bluetooth Speaker, Speaker Portable Wireless,TWS Dual Pairing,Hi-Fi Stereo Loud Volume with Subwoofer Outdoor 1 PC (Blue)",Out of Stock,223,4.4,"['72%', '12%', '9%', '4%', '4%']"
83,"【2021 Newest】 Zamkol Bluetooth Speaker, 24W Speakers Bluetooth Wireless with Deep Bass and Loud Sound, 15H Playtime, IPX6 Waterproof, TWS, Built-in Mic, Portable Bluetooth Speakers for Home Outdoor",$49.99,309,4.7,"['86%', '7%', '2%', '2%', '4%']"
84,"*ANAG Portable Bluetooth Speaker, 360 HD Surround Loud Sound and Deep Bass, 25W Wireless Stereo Dual Pairing, IPX7 Waterproof, Bluetooth 5.0, Outdoor, Camping, 24H Playtime Speaker",Out of Stock,17,4.7,"['70%', '30%', '0%', '0%', '0%']"
85,*KYWING Soundace S6 - Small Portable Speaker IPX7 Waterproof Shower Bluetooth Speaker with LED Lights 15H Playtime Perfect Mini Wireless Outdoor Speaker for Pool Beach Travel Camping Hiking BBQ Gift,$15.99,465,4.6,"['75%', '14%', '6%', '2%', '3%']"
86,"*NSMY C12 IPX7 Waterproof Shower Bluetooth Speaker, Portable Wireless Outdoor Speaker with HD Sound, Support TF Card, Suction Cup for Home, Pool, Beach, Boating, Hiking 12H Playtime (Black)",$20.99,"14,311",4.6,"['79%', '13%', '4%', '1%', '2%']"
87,*wo Pack Margaritaville Sounds of Paradise Outdoor Tiki Torch Bluetooth Light-Up Speaker- No Flame LED Lanterns / Lamp. Outside Patio Lights / Lantern Portable Blue Tooth Stereo Speakers with poles,$69.99,"2,393",4.3,"['68%', '14%', '7%', '4%', '7%']"
88,"*UGANI Bluetooth Speaker, M83Portable Bluetooth Speakers,Bluetooth 5.0,Waterproof, Wireless Speakers,40W Super Power, Suitable for Family Gatherings and Outdoor Travel,Outdoor Bluetooth Speaker",$59.99,"10,946",4.7,"['79%', '14%', '3%', '1%', '2%']"
89,"*OMISO Bluetooth Speaker Waterproof IPX7 (Upgrade) 25W Wireless Portable Loud Surround Sound Strong Bass Stereo Pairing 36 Hours Playtime, Bluetooth 5.0 Built in Mic for Calls Office Black",$49.99,"1,512",4.6,"['77%', '14%', '5%', '1%', '3%']"
90,"*ual Electronics LU43PB 3-Way High Performance Outdoor Indoor Speakers with Powerful Bass | Effortless Mounting Swivel Brackets | All Weather Resistance | Expansive Stereo Sound Coverage | Sold in Pairs , Black , case",$48.95,"6,033",4.4,"['68%', '15%', '8%', '3%', '6%']"
91,"*Leader SoundAngel A8 (3rd Gen) 5W Louder Bluetooth Speaker with Waterproof Case, 15h Music, Smart Touch Design, Perfect Portable Wireless Bluetooth Speaker for iPhone Tablet Laptop PC Shower, Black",$18.99,"27,331",4.5,"['71%', '14%', '7%', '3%', '4%']"
92,"*luetooth Speaker, BUGANI M99 Portable Bluetooth Speaker 5.0, 100ft Wireless Range, Louder Volume, Stereo Sound, Amazing Bass, IPX5, Built-in Mic, Speaker for Home, Outdoors and Travel",$19.99,"2,249",4.6,"['77%', '14%', '3%', '2%', '4%']"
93,"*aterproof Bluetooth Speaker, ZoeeTree S1Pro Speaker Bluetooth Wireless with Strong Bass & 20W HD Sound, Bluetooth Speakers with 36Hours, 100Ft Wireless Range, Portable Speakers for Outdoors, Travel",$35.99,"2,504",4.6,"['74%', '17%', '5%', '2%', '2%']"
94,"*echnical Pro 8 Inch Portable 500 watts Bluetooth Speaker with Woofer & Tweeter, Festival PA LED Speaker with Bluetooth/USB Card, True Wireless Stereo, 30 Feet Bluetooth Range",$44.49,31,3.9,"['59%', '11%', '8%', '5%', '17%']"
95,*inging Wood BT27 Powered Bluetooth Bookshelf Speaker Studio Monitor with 2 Auxiliary Line Input 27W x 2- Walnut Wood Finish-Pair,$79.98,176,4.4,"['67%', '18%', '8%', '3%', '4%']"
96,"*IATONE 60W Portable Speaker with Titanium Subwoofer, Wireless Outdoor Waterproof Big Loud Bluetooth Speakers for Camping (Black)",$99.99,27,4.6,"['74%', '14%', '6%', '6%', '0%']"
97,"*luetooth Speaker X5 Pro-Portable Wireless Speaker V5.0 with 20W Loud Stereo Sound, TWS, 24H Playtime & IPX7 Waterproof Vanzon",$49.99,851,4.8,"['86%', '10%', '2%', '1%', '1%']"
98,"*OMISO Waterproof Bluetooth Speakers Outdoor Wireless Portable Speaker with 24 Hours Playtime Superior Sound for Camping, Beach, Sports, Pool Party, Shower (Purple)",$39.99,"17,557",4.6,"['78%', '12%', '4%', '2%', '4%']"
99,"*luetooth Speaker, Portable Bluetooth Speakers with Subwoofer Wireless Stereo Sound Rich Bass Speakers Outdoor Party Speaker Support Remote Control FM Radio LED Lights for Home, Travel, Camping",$39.98,107,4.5,"['71%', '16%', '8%', '3%', '3%']"
100,"*ribit StormBox Pro Portable Bluetooth Speaker with High Fidelity 360° Sound Quality, 3 Drivers with 2 Passive Radiators, Exceptional Built-in XBass, 24H Battery Life, IP67 Waterproof for Outdoors",Out of Stock,137,4.7,"['79%', '16%', '2%', '2%', '1%']"
101,"*luetooth Speaker Loud 50W Punchy Bass, W-KING IPX6 Waterproof Portable Bluetooth Speaker with 8000mAh Power Bank, Bluetooth 5.0 Outdoor Speaker Support TWS/TF Card/NFC/24H Playtime/AUX",$76.99,"3,002",4.7,"['79%', '13%', '4%', '2%', '2%']"
102,"*onster Rockin' Roller 270 Portable Indoor/Outdoor Wireless Speaker, 200 Watts, Up to 100 Hours Playtime, IPX4 Water Resistant, Qi Charger, Connect to Another TWS Speaker",Out of Stock,894,4.7,"['86%', '7%', '3%', '1%', '3%']"
103,"*OMISO Waterproof Bluetooth Speakers Outdoor Wireless Portable Speaker with 20 Hours Playtime Superior Sound for Camping, Beach, Sports, Pool Party, Shower (Dark Grey)",$39.99,"17,557",4.6,"['78%', '12%', '4%', '2%', '4%']"
104,"*NSMY C12 IPX7 Waterproof Shower Bluetooth Speaker, Portable Wireless Outdoor Speaker with HD Sound, Support TF Card, Suction Cup for Home, Pool, Beach, Boating, Hiking 12H Playtime (Black)",$20.99,"14,311",4.6,"['79%', '13%', '4%', '1%', '2%']"
105,"*utdoor Waterproof Bluetooth Speaker,Kunodi Wireless Portable Mini Shower Travel Speaker with Subwoofer, Enhanced Bass, Built in Mic for Sports, Pool, Beach, Hiking, Camping (Blue)",$22.99,"10,178",4.5,"['73%', '14%', '6%', '2%', '5%']"
106,"*ortable Bluetooth Speaker, IPX7 Waterproof Wireless Bluetooth Speaker, Bassboom Technology and 25W Loud Stereo Sound, LED Light Show with TWS Pairing, 16H Playtime for Home and Outdoor - Black",$49.99,119,4.6,"['82%', '11%', '2%', '1%', '4%']"
107,"*ELLUR Loop Bluetooth Speaker 10 W, TWS Enabled, Hands-Free, FM Radio, USB, MicroSD, AUX 3.5mm, BT 5.0 (Black)",Out of Stock,4,3.8,"['70%', '0%', '0%', '0%', '30%']"
108,"*rtizan Portable Bluetooth Speaker, IPX7 Waterproof Wireless Speaker with 24W Loud Stereo Sound, Outdoor Speakers with Bluetooth 5.0, 30H Playtime,66ft Bluetooth Range,TWS Pairing for Home",$34.99,794,4.5,"['73%', '13%', '6%', '3%', '5%']"
109,"*OMISO Bluetooth Speaker with Super Bass Stereo, 20W Loud Bamboo Wood Home Audio Powerful Small Bookshelf Wireless Speakers with Subwoofer, Bluetooth 5.0 for Home, Outdoor, Travel",$49.99,26,4.3,"['65%', '18%', '8%', '0%', '9%']"
110,"*abra Speak 510 Wireless Bluetooth Speaker for Softphone and Mobile Phone – Easy Setup, Portable Speaker for Holding Meetings Anywhere with Outstanding Sound Quality",$79.99,"10,749",4.7,"['82%', '11%', '4%', '2%', '2%']"
111,"*edragon GS520 Anvil RGB Desktop Speakers, 2.0 Channel PC Computer Stereo Speaker with 6 Colorful LED Modes, Enhanced Sound and Easy-Access Volume Control, USB Powered w/ 3.5mm Cable",$39.99,"2,330",4.6,"['74%', '16%', '5%', '2%', '3%']"
