,제목,가격,리뷰수,리뷰평점,평점비율
113,"*ennifer Taylor Home Caroline Collection Modern Hand Tufted with Nailhead Trim Upholstered Tuxedo 3 Seat Sofa, Star White",Out of Stock,5,4.1,"['41%', '30%', '29%', '0%', '0%']"
114,"*mazon Brand – Rivet Brooker Down-Filled Mid-Century Sofa, 76""W, Quarry Grey",Out of Stock,54,4.3,"['53%', '31%', '9%', '4%', '3%']"
115,"*anas Modern Design Sofa with Tufted Back Loveseat Living Room 2 Seater Sofa Square Arm,Yellow",$308.03,0,0,"['0%', '0%', '0%', '0%', '0%']"
116,"*erta Harmon Rolled Arm Reversible Sectional Sofa Living Room, Modern L-Shaped 3 Seat Fabric Couch, Cream",Out of Stock,137,3.9,"['54%', '16%', '11%', '8%', '11%']"
117,"*egend Furniture Sofabed, Green",Out of Stock,3,1,"['0%', '0%', '0%', '0%', '100%']"
118,"*asa Andrea Milano LLC Modern Sectional Sofa - Small Space Reversible Configurable Couch, White Leather",Out of Stock,56,3.8,"['58%', '10%', '6%', '9%', '18%']"
119,"*lory Furniture Siena , Beige Sofa Bed, 34"" H X 83"" W X 35"" D",Out of Stock,3,3.4,"['33%', '36%', '0%', '0%', '32%']"
120,"*ivano Roma Furniture Classic Sofas, Large, Black",Out of Stock,345,3.4,"['42%', '12%', '14%', '9%', '24%']"
121,*rury Channel Stitch 3 Seater Sofa with Nailhead Trim - Midnight Black/Dark Brown,Out of Stock,1,5,"['100%', '0%', '0%', '0%', '0%']"
122,"*AXDIVANI Folding Bed Couch, Folding Foam Sofa Bed Memory Foam Mattress Convertible Sofa,Floor Couch Sleeper Sofa Foam Queen",$369.00,218,4,"['59%', '13%', '10%', '8%', '11%']"
123,*ouch Legs for Furniture Set of 4 Couch feet Solid Wood 4 inch mid Century Couch Legs Round Brown Sofa Legs Replacement Legs for Armchair Sofa Couch Cabinet (4 inch Legs),$23.98,0,0,"['0%', '0%', '0%', '0%', '0%']"
124,*elleville Flannel Fleece Plush Blanket Light Gray Queen Size 86X86 Lightweight Super Soft Cozy Luxury Bed Sofa Travel Tv Blanket Microfiber,$24.99,6,4.8,"['79%', '21%', '0%', '0%', '0%']"
125,"*NGBER Office Chair Ergonomic Desk Chairs Lumbar Support, Mesh Computer Chair with Flit-up Arms",$159.99,40,5,"['100%', '0%', '0%', '0%', '0%']"
126,"*écor Therapy console table, Sahara",Out of Stock,41,4.6,"['80%', '8%', '6%', '6%', '0%']"
127,*ULAN Light Grey Pack of 2 Burlap Linen Textured Solid Decorative Square Throw Pillow Covers Set Cushion Case for Sofa Bedroom Car 18 x 18 Inch,$13.99,2,5,"['100%', '0%', '0%', '0%', '0%']"
128,*ECHREY Solid Flannel Fleece Plush Throw Blanket Super Soft Fluffy Cozy for Bed Sofa Couch 50''x60'',$19.99,19,4.1,"['61%', '17%', '8%', '0%', '13%']"
129,*OLY & BARK Argan Sofa in Full-Grain Pure-Aniline Italian Tanned Leather in Cognac Tan,Out of Stock,0,0,"['0%', '0%', '0%', '0%', '0%']"
130,"*egend Furniture Sofabed, Green",Out of Stock,3,1,"['0%', '0%', '0%', '0%', '100%']"
131,"*exicon Elon Sofa, Dark Grey",Out of Stock,6,3.7,"['47%', '0%', '33%', '20%', '0%']"
132,"*adrona Burke Nova Brown 87"" Sofa with Dual Recliners, Nailhead Trim, and Pillow Back",Out of Stock,2,4.5,"['50%', '50%', '0%', '0%', '0%']"
133,*afavieh Couture Home Evangeline Modern Glam Champagne Velvet and Black Parisian Sofa,Out of Stock,30,4.1,"['67%', '8%', '8%', '4%', '12%']"
134,"*mazon Brand – Stone & Beam Faraday Down-Filled Casual Slipcovered Sofa, 89""W, Charcoal Grey",Out of Stock,114,4.6,"['74%', '17%', '4%', '2%', '3%']"
135,"*ifestyle Solutions Watford Love Seats, 56.30"" W x 31.50"" D x 33.90"" H, Dark Grey",Out of Stock,196,3.8,"['46%', '21%', '15%', '5%', '14%']"
136,"*mazon Brand – Rivet Alonzo Contemporary Velvet Sofa Couch, 80""W, Blue",Out of Stock,82,4.7,"['80%', '16%', '0%', '2%', '2%']"
137,"*UGBO Loveseat Sofa, Linen Modern Couch for Compact Living Space Bedroom Apartment Dorm Lounge Room Office Studio, Recliner w Removable Cushions Armrests Wood Legs (Blue Grey)",Out of Stock,51,3.7,"['44%', '20%', '17%', '1%', '18%']"
138,"*ennifer Taylor Home La Rosa Sofas, Ash/Rose",Out of Stock,72,4.3,"['60%', '22%', '11%', '0%', '7%']"
139,"*mazon Brand – Rivet Frederick Mid-Century Channel Tufted Velvet Sofa Couch, 77.5""W, Navy Blue",Out of Stock,110,4.8,"['88%', '5%', '4%', '3%', '0%']"
140,"*lackjack Furniture Portico Collection Leather Air Mid Century Modern Living Room Reclining, Sofa, Sleek Gray",Out of Stock,0,0,"['0%', '0%', '0%', '0%', '0%']"
141,"*ennifer Taylor Home Kelly Button Tufted Recessed Arm Sofa, Arctic Blue",Out of Stock,1,5,"['100%', '0%', '0%', '0%', '0%']"
142,*rmen Living Hudson Sofa in Beige Linen and Walnut Wood Finish,Out of Stock,4,4,"['67%', '0%', '0%', '33%', '0%']"
143,"*exicon Bisson Leather Match Double Reclining Sofa, 79"" W, Brown",Out of Stock,0,0,"['0%', '0%', '0%', '0%', '0%']"
144,"*mazon Brand – Rivet Andrews Contemporary Sofa with Removable Cushions, 82""W, Dark Grey",Out of Stock,220,4.5,"['69%', '22%', '2%', '3%', '4%']"
145,"*lory Furniture Nola , Navy Blue Sofa Chaise (3 Boxes), 31"" H X 98"" W X 37"" D",Out of Stock,3,4.2,"['60%', '0%', '40%', '0%', '0%']"
146,"*hristopher Knight Home Tracy Contemporary Deep Tufted Sofa with Nailhead Trim, Beige",Out of Stock,19,3.5,"['45%', '17%', '0%', '22%', '17%']"
147,"*hristopher Knight Home Norma Sofas, Beige, Dark Brown",Out of Stock,48,3.7,"['48%', '17%', '7%', '8%', '19%']"
148,"*haraHOME Sofa Bed, Sleeper Chair Bed, 4 in 1 Multi-Function Convertible Chair, Folding Ottoman Guest Bed with 5-Level Adjustable Backrest, Beige",Out of Stock,13,3.8,"['41%', '29%', '10%', '10%', '10%']"
149,*obkona 2-Pcs Sofa & Loveseat Grey,Out of Stock,103,3.6,"['41%', '20%', '12%', '9%', '18%']"
150,"*ontainer Furniture Direct Ranstead Mid Century Modern Velvet Upholstered Living Room Sofa, 71.6"", Rose",Out of Stock,10,3.5,"['46%', '10%', '13%', '10%', '21%']"
151,*ivano Roma Furniture Middle Century Modern Linen Fabric Small Space Sectional Sofa with Reversible Chaise (Light Blue),Out of Stock,576,3.2,"['35%', '13%', '13%', '11%', '28%']"
